"id","tou_start","tou_end","rate","tariff_type","tariff_name","rate_units","charge_type_id","weekdays","tariff_group_id","start_date","end_date","loss_factor"
135,"01:00:00 PM","07:59:59 PM",1030.26,"Demand Charge","High-season-2","CENTS_PER_KVA_MONTH",30,"TRUE",103,"2015-07-01","2016-07-01",1
136,"01:00:00 PM","07:59:59 PM",957.91,"Demand Charge","Low-season-1","CENTS_PER_KVA_MONTH",31,"TRUE",103,"2015-07-01","2016-07-01",1
137,"01:00:00 PM","07:59:59 PM",957.91,"Demand Charge","Low-season-2","CENTS_PER_KVA_MONTH",31,"TRUE",103,"2015-07-01","2016-07-01",1
152,"flat rate","flat rate",1689.5293,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"FALSE",105,"2020-07-01","2021-07-01",1
153,"flat rate","flat rate",1689.5293,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"TRUE",105,"2020-07-01","2021-07-01",1
154,"2:00:00 PM","8:00:00 PM",6.3317,"Network Energy Price","Peak summer","CENTS_PER_KWH",21,"TRUE",105,"2020-07-01","2021-07-01",1
155,"5:00:00 PM","8:59:59 PM",6.3317,"Network Energy Price","Peak winter","CENTS_PER_KWH",21,"TRUE",105,"2020-07-01","2021-07-01",1
156,"7:00:00 AM","10:00:00 PM",2.3217,"Network Energy Price","Shoulder","CENTS_PER_KWH",22,"TRUE",105,"2020-07-01","2021-07-01",1
157,"12:00:00 AM","11:59:59 PM",1.1388,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"FALSE",105,"2020-07-01","2021-07-01",1
158,"2:00:00 PM","8:00:00 PM",33.5489,"Network Capacity Price","Peak High Season-1","CENTS_PER_KVA_PER_DAY",30,"TRUE",105,"2020-07-01","2021-07-01",1
159,"flat rate","flat rate",33.5489,"Network Capacity Price","Peak High Season-2","CENTS_PER_KVA_PER_DAY",25,"TRUE",105,"2020-07-01","2021-07-01",1
160,"2:00:00 PM","8:00:00 PM",33.5489,"Network Capacity Price","Peak Low Season-1","CENTS_PER_KVA_PER_DAY",31,"TRUE",105,"2020-07-01","2021-07-01",1
161,"2:00:00 PM","8:00:00 PM",33.5489,"Network Capacity Price","Peak Low Season-2","CENTS_PER_KVA_PER_DAY",31,"TRUE",105,"2020-07-01","2021-07-01",1
192,"02:00:00 PM","07:59:59 PM",4.9379,"Network Energy Price","Peak","CENTS_PER_KWH",21,"TRUE",108,"2016-07-01","2017-07-01",1
193,"07:00:00 AM","01:59:59 PM",2.4205,"Network Energy Price","Shoulder-1","CENTS_PER_KWH",22,"TRUE",108,"2016-07-01","2017-07-01",1
194,"8:00:00 PM","09:59:59 PM",2.4205,"Network Energy Price","Shoulder-2","CENTS_PER_KWH",22,"TRUE",108,"2016-07-01","2017-07-01",1
205,"07:00:00 AM","06:59:59 PM",2.422,"Network Tariff Component","Summer Peak Energy (c/kWh)","CENTS_PER_KWH",21,"TRUE",62,"2014-11-01","2015-03-31",1
206,"07:00:00 AM","06:59:59 PM",2.004,"Network Tariff Component","Non Summer Peak Energy Block 1 (c/kWh)","CENTS_PER_KWH",21,"TRUE",89,"2015-07-01","2015-10-31",1
207,"07:00:00 AM","06:59:59 PM",2.004,"Network Tariff Component","Non Summer Peak Energy Block 2 (c/kWh)","CENTS_PER_KWH",21,"TRUE",27,"2015-04-01","2015-06-30",1
208,"12:00:00 AM","06:59:59 AM",1.114,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",23,"TRUE",39,"2015-01-01","2015-12-31",1
209,"07:00:00 PM","11:59:59 PM",1.114,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",105,"FALSE",39,"2015-01-01","2015-12-31",1
210,"12:00:00 AM","06:59:59 AM",1.114,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",23,"TRUE",39,"2015-01-01","2015-12-31",1
211,"07:00:00 AM","05:59:59 PM",17.877,"Network Tariff Component","Rolling Peak Demand c/kVA/day","CENTS_PER_KVA_PER_DAY",29,"TRUE",39,"2015-01-01","2015-12-31",1
212,"03:00:00 PM","04:59:59 PM",26.109,"Network Tariff Component","Summer Demand Incentive Charge c/kW/day or c/kVA/day","CENTS_PER_KVA_PER_DAY",74,"TRUE",62,"2014-11-01","2015-03-31",1
213,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",38,"TRUE",39,"2015-01-01","2015-12-31",1
215,"07:00:00 AM","10:59:59 PM",4.3148,"Retail ToU Charge","Peak Energy","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
216,"11:00:00 PM","11:59:59 PM",2.6647,"Retail ToU Charge","Off Peak Energy-1","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
217,"12:00:00 AM","06:59:59 AM",2.6647,"Retail ToU Charge","Off Peak Energy-1","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
218,"12:00:00 AM","11:59:59 PM",2.6647,"Retail ToU Charge","Off Peak Energy-2","CENTS_PER_KWH",NULL,"FALSE",22,"2015-01-01","2018-12-31",1
219,"flat rate","flat rate",0.00312,"Market Charge","Market Fee Ancillary Services","CENTS_PER_KWH",NULL,"FALSE",22,"2015-01-01","2018-12-31",1
220,"flat rate","flat rate",0.03247,"Market Charge","Market Fee Pool","CENTS_PER_KWH",NULL,"FALSE",22,"2015-01-01","2018-12-31",1
221,"flat rate","flat rate",0.2947,"Environmetal Charge","Environment Fee VEEC","CENTS_PER_KWH",NULL,"FALSE",22,"2015-01-01","2018-12-31",1
222,"flat rate","flat rate",0.38152,"Environmetal Charge","Environment Fee LREC","CENTS_PER_KWH",5,"FALSE",22,"2015-01-01","2018-12-31",1
223,"flat rate","flat rate",0.4684,"Environmetal Charge","Environment Fee SREC","CENTS_PER_KWH",NULL,"FALSE",22,"2015-01-01","2018-12-31",1
225,"flat rate","flat rate",246.57534,"Other","Metering Fee","CENTS_PER_DAY",NULL,"FALSE",22,"2015-01-01","2018-12-31",1
226,"12:00:00 AM","11:59:59 PM",7.2,"Network Tariff Component","PFIT Recovery Charge","CENTS_PER_DAY",38,"FALSE",39,"2015-01-01","2015-12-31",1
227,"flat rate","flat rate",246.57534,"Other","Metering Fee","CENTS_PER_DAY",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
228,"flat rate","flat rate",50,"Retail Charges","Retail Service Fee","CENTS_PER_DAY",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
229,"flat rate","flat rate",0.00312,"Market Charge","Market Fee Ancillary Services","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
230,"flat rate","flat rate",0.03247,"Market Charge","Market Fee Pool","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
231,"flat rate","flat rate",0.38152,"Environmetal Charge","Environment Fee LREC","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
232,"flat rate","flat rate",0.4684,"Environmetal Charge","Environment Fee SREC","CENTS_PER_KWH",NULL,"TRUE",22,"2015-01-01","2018-12-31",1
302,"02:00:00 PM","07:59:59 PM",35.7417,"Capacity Charge","Peak","CENTS_PER_KVA_PER_DAY",NULL,"TRUE",107,"2017-07-01","2018-07-01",1
303,"10:00:00 PM","11:59:59 PM",1.2625,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"TRUE",107,"2017-07-01","2018-07-01",1
304,"12:00:00 AM","06:59:59 AM",1.2625,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"TRUE",107,"2017-07-01","2018-07-01",1
305,"flat rate","flat rate",1748.4816,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"TRUE",108,"2016-07-01","2017-07-01",1
306,"flat rate","flat rate",1748.4816,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"FALSE",108,"2016-07-01","2017-07-01",1
307,"12:00:00 AM","11:59:59 PM",1.6084,"Network Energy Price","Off-Peak","CENTS_PER_KWH",105,"FALSE",108,"2016-07-01","2017-07-01",1
309,"10:00:00 PM","11:59:59 PM",1.6084,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"TRUE",108,"2016-07-01","2017-07-01",1
310,"12:00:00 AM","06:59:59 PM",1.6084,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"TRUE",108,"2016-07-01","2017-07-01",1
312,"02:00:00 PM","07:59:59 PM",35.1909,"Capacity Charge","Peak","CENTS_PER_KVA_PER_DAY",74,"TRUE",108,"2016-07-01","2017-07-01",1
313,"flat rate","flat rate",1722.5,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"TRUE",60,"2015-07-01","2016-07-01",1
314,"flat rate","flat rate",1722.5,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"FALSE",60,"2015-07-01","2016-07-01",1
315,"02:00:00 PM","07:59:59 PM",4.8645,"Network Energy Price","Peak","CENTS_PER_KWH",21,"TRUE",60,"2015-07-01","2016-07-01",1
316,"07:00:00 AM","01:59:59 PM",2.3845,"Network Energy Price","Shoulder-1","CENTS_PER_KWH",22,"TRUE",60,"2015-07-01","2016-07-01",1
317,"08:00:00 PM","09:59:59 PM",2.3845,"Network Energy Price","Shoulder-2","CENTS_PER_KWH",22,"TRUE",60,"2015-07-01","2016-07-01",1
318,"12:00:00 AM","11:59:59 PM",1.5845,"Network Energy Price","Off-Peak","CENTS_PER_KWH",105,"FALSE",60,"2015-07-01","2016-07-01",1
319,"10:00:00 PM","11:59:59 PM",1.5845,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"TRUE",60,"2015-07-01","2016-07-01",1
320,"12:00:00 AM","06:59:59 AM",1.5845,"Network Energy Price","Off-Peak","CENTS_PER_KWH",23,"TRUE",60,"2015-07-01","2016-07-01",1
321,"flat rate","flat rate",34.668,"Capacity Charge","Peak","CENTS_PER_KVA_PER_DAY",74,"TRUE",60,"2015-06-30","2016-07-01",1
324,"10:00:00 PM","11:59:59 PM",2.0312,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",101,"2018-07-01","2019-07-01",1
325,"12:00:00 AM","06:59:59 AM",2.0312,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",101,"2018-07-01","2019-07-01",1
326,"07:00:00 AM","12:59:59 PM",3.02,"Energy Charge","Shoulder-1","CENTS_PER_KWH",22,"TRUE",102,"2017-07-01","2018-07-01",1
327,"08:00:00 PM","09:59:59 PM",3.02,"Energy Charge","Shoulder-2","CENTS_PER_KWH",22,"TRUE",102,"2017-07-01","2018-07-01",1
328,"12:00:00 AM","06:59:59 AM",1.4,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",102,"2017-07-01","2018-07-01",1
329,"10:00:00 PM","11:59:59 PM",1.4,"Energy Charge","Off Peak","CENTS_PER_KWH",23,"TRUE",102,"2017-07-01","2018-07-01",1
330,"12:00:00 AM","06:59:59 AM",1.41,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",34,"2016-07-01","2017-07-01",1
331,"10:00:00 PM","11:59:59 PM",1.41,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",34,"2016-07-01","2017-07-01",1
332,"12:00:00 AM","06:59:59 AM",1.2982,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",103,"2015-07-01","2016-07-01",1
333,"10:00:00 PM","11:59:59 PM",1.2982,"Energy Charge","Off-Peak","CENTS_PER_KWH",23,"TRUE",103,"2015-07-01","2016-07-01",1
334,"flat rate","flat rate",1652.3676,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"TRUE",104,"2019-07-01","2020-07-01",1
335,"flat rate","flat rate",1652.3676,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"FALSE",104,"2019-07-01","2020-07-01",1
339,"12:00:00 AM","11:59:59 PM",1.1181,"Network Energy Price","Off-Peak","CENTS_PER_KWH",105,"FALSE",104,"2019-07-01","2020-07-01",1
346,"flat rate","flat rate",1943.9619,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"FALSE",106,"2018-07-01","2019-07-01",1
347,"flat rate","flat rate",1943.9619,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"TRUE",106,"2018-07-01","2019-07-01",1
355,"12:00:00 AM","11:59:59 PM",1.1047,"Network Energy Price","Off-Peak","CENTS_PER_KWH",105,"FALSE",106,"2018-07-01","2019-07-01",1
360,"flat rate","flat rate",1905.8449,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"TRUE",107,"2017-07-01","2018-07-01",1
361,"flat rate","flat rate",1905.8449,"Network Access Charge","Network Access Charge","CENTS_PER_DAY",70,"FALSE",107,"2017-07-01","2018-07-01",1
362,"02:00:00 PM","07:59:59 PM",4.9482,"Network Energy Price","Peak","CENTS_PER_KWH",21,"TRUE",107,"2017-07-01","2018-07-01",1
363,"07:00:00 AM","01:59:59 PM",2.2725,"Network Energy Price","Shoulder-1","CENTS_PER_KWH",22,"TRUE",107,"2017-07-01","2018-07-01",1
364,"08:00:00 PM","09:59:59 PM",2.2725,"Network Energy Price","Shoulder-2","CENTS_PER_KWH",22,"TRUE",107,"2017-07-01","2018-07-01",1
365,"12:00:00 AM","11:59:59 PM",1.2625,"Network Energy Price","Off-Peak","CENTS_PER_KWH",105,"FALSE",107,"2017-07-01","2018-07-01",1
373,"flat rate","flat rate",0.1966,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"FALSE",109,"2019-01-01","2020-07-01",1.046
374,"flat rate","flat rate",100,"Metering Charges","Principals Asset Dashboard Fee","CENTS_PER_MONTH",174,"FALSE",109,"2019-01-01","2020-07-01",1
375,"flat rate","flat rate",33400,"Metering Charges","Meter Charge","CENTS_PER_ANNUM",11,"FALSE",109,"2019-01-01","2020-07-01",1
376,"flat rate","flat rate",0.3633,"Market Operator Charges","AEMO Daily Market Fee","CENTS_PER_DAY",175,"FALSE",109,"2019-01-01","2020-07-01",1
377,"07:00:00 AM","08:59:59 AM",9.484,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",110,"2018-07-01","2019-07-01",1
378,"05:00:00 PM","07:59:59 PM",9.484,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",110,"2018-07-01","2019-07-01",1
379,"10:00:00 PM","11:59:59 PM",6.567,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",110,"2018-07-01","2019-07-01",1
380,"12:00:00 AM","06:59:59 AM",6.567,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",110,"2018-07-01","2019-07-01",1
381,"12:00:00 AM","11:59:59 PM",6.567,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",106,"FALSE",110,"2018-07-01","2019-07-01",1
382,"09:00:00 AM","04:59:59 PM",9.484,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",110,"2018-07-01","2019-07-01",1
383,"08:00:00 PM","09:59:59 PM",9.484,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",110,"2018-07-01","2019-07-01",1
384,"flat rate","flat rate",0.2204,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"FALSE",110,"2018-07-01","2019-07-01",1
385,"flat rate","flat rate",0.5163,"Environmental Schemes","Greenpower (6%)","CENTS_PER_KWH",66,"FALSE",110,"2018-07-01","2019-07-01",1
386,"flat rate","flat rate",0.7946,"Environmental Schemes","SRECs","CENTS_PER_KWH",8,"FALSE",110,"2018-07-01","2019-07-01",1
387,"flat rate","flat rate",1.6442,"Environmental Schemes","LRECs","CENTS_PER_KWH",5,"FALSE",110,"2018-07-01","2019-07-01",1
388,"flat rate","flat rate",100,"Metering Charges","Pricipals Dashboard Fee","CENTS_PER_MONTH",NULL,"FALSE",110,"2018-07-01","2019-07-01",1
389,"flat rate","flat rate",33400,"Metering Charges","Meter Charge","CENTS_PER_ANNUM",11,"FALSE",110,"2018-07-01","2019-07-01",1
390,"flat rate","flat rate",0.0401,"Market Operator Charges","AEMO Market Fee","CENTS_PER_DAY",7,"FALSE",110,"2018-07-01","2019-07-01",1
391,"flat rate","flat rate",0.0814,"Market Operator Charges","AEMO Ancilliary Fee","CENTS_PER_KWH",6,"FALSE",110,"2018-07-01","2019-07-01",1
392,"07:00:00 AM","08:59:59 AM",7.348,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",111,"2017-07-01","2018-07-01",1
393,"05:00:00 PM","07:59:59 PM",7.348,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",111,"2017-07-01","2018-07-01",1
394,"10:00:00 PM","11:59:59 PM",5.129,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",111,"2017-07-01","2018-07-01",1
395,"12:00:00 AM","06:59:59 AM",5.129,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",111,"2017-07-01","2018-07-01",1
396,"12:00:00 AM","11:59:59 PM",5.129,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",106,"FALSE",111,"2017-07-01","2018-07-01",1
397,"09:00:00 AM","04:59:59 PM",7.348,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",111,"2017-07-01","2018-07-01",1
398,"08:00:00 PM","09:59:59 PM",7.348,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",111,"2017-07-01","2018-07-01",1
399,"flat rate","flat rate",0.2172,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"FALSE",111,"2017-07-01","2018-07-01",1
400,"flat rate","flat rate",0.2665,"Environmental Schemes","Greenpower (6%)","CENTS_PER_KWH",66,"FALSE",111,"2017-07-01","2018-07-01",1
401,"flat rate","flat rate",0.6542,"Environmental Schemes","SRECs","CENTS_PER_KWH",8,"FALSE",111,"2017-07-01","2018-07-01",1
402,"flat rate","flat rate",0.78,"Environmental Schemes","LRECs","CENTS_PER_KWH",5,"FALSE",112,"2016-07-01","2017-07-01",1
403,"flat rate","flat rate",100,"Metering Charges","Pricipals Dashboard Fee","CENTS_PER_MONTH",NULL,"FALSE",111,"2017-07-01","2018-07-01",1
404,"flat rate","flat rate",46900,"Metering Charges","Meter Charge","CENTS_PER_ANNUM",11,"FALSE",111,"2017-07-01","2018-07-01",1
405,"flat rate","flat rate",1.292,"Market Operator Charges","AEMO Ancilliary Fee","CENTS_PER_KWH",6,"FALSE",111,"2017-07-01","2018-07-01",1
406,"flat rate","flat rate",0.0374,"Market Operator Charges","AEMO Market Fee","CENTS_PER_DAY",7,"FALSE",111,"2017-07-01","2018-07-01",1
407,"07:00:00 AM","08:59:59 AM",5.5079,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",112,"2016-07-01","2017-07-01",1
408,"05:00:00 PM","07:59:59 PM",5.5079,"Retail Charges","NSW Peak","CENTS_PER_KWH",4,"TRUE",112,"2016-07-01","2017-07-01",1
409,"10:00:00 PM","11:59:59 PM",3.8445,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",112,"2016-07-01","2017-07-01",1
410,"12:00:00 AM","06:59:59 AM",3.8445,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",3,"TRUE",112,"2016-07-01","2017-07-01",1
411,"12:00:00 AM","11:59:59 PM",3.8445,"Retail Charges","NSW Off-Peak","CENTS_PER_KWH",106,"FALSE",112,"2016-07-01","2017-07-01",1
412,"09:00:00 AM","04:59:59 PM",5.5079,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",112,"2016-07-01","2017-07-01",1
413,"08:00:00 PM","09:59:59 PM",5.5079,"Retail Charges","NSW Shoulder","CENTS_PER_KWH",62,"TRUE",112,"2016-07-01","2017-07-01",1
414,"flat rate","flat rate",0.199,"Environmental Schemes","NESC","CENTS_PER_KWH",85,"FALSE",112,"2016-07-01","2017-07-01",1
415,"flat rate","flat rate",0.2495,"Environmental Schemes","Greenpower (6%)","CENTS_PER_KWH",66,"FALSE",112,"2016-07-01","2017-07-01",1
416,"flat rate","flat rate",0.2822,"Environmental Schemes","SRECs","CENTS_PER_KWH",8,"FALSE",112,"2016-07-01","2017-07-01",1
417,"flat rate","flat rate",1.2748,"Environmental Schemes","LRECs","CENTS_PER_KWH",5,"FALSE",111,"2017-07-01","2018-07-01",1
418,"flat rate","flat rate",100,"Metering Charges","Pricipals Dashboard Fee","CENTS_PER_MONTH",NULL,"FALSE",112,"2016-07-01","2017-07-01",1
419,"flat rate","flat rate",46900,"Metering Charges","Meter Charge","CENTS_PER_ANNUM",11,"FALSE",112,"2016-07-01","2017-07-01",1
420,"flat rate","flat rate",1.0673,"Market Operator Charges","AEMO Ancilliary Fee","CENTS_PER_KWH",6,"FALSE",112,"2016-07-01","2017-07-01",1
421,"flat rate","flat rate",1.0673,"Market Operator Charges","AEMO Market Fee","CENTS_PER_DAY",7,"FALSE",112,"2016-07-01","2017-07-01",1
429,"07:00:00 AM","08:59:59 AM",28.9432,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",113,"2018-07-01","2022-07-01",1
430,"08:00:00 PM","09:59:59 PM",27.3922,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",113,"2018-07-01","2022-07-01",1
431,"09:00:00 AM","04:59:59 PM",27.3922,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",113,"2018-07-01","2022-07-01",1
432,"12:00:00 AM","06:59:59 AM",16.918,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",113,"2018-07-01","2022-07-01",1
433,"12:00:00 AM","11:59:59 PM",16.918,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",106,"FALSE",113,"2018-07-01","2022-07-01",1
434,"10:00:00 PM","11:59:59 PM",16.918,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",113,"2018-07-01","2022-07-01",1
444,"flat rate","flat rate",0.4686,"GreenPower Charge","6% GreenPower","CENTS_PER_KWH",66,"TRUE",113,"2018-07-01","2022-07-01",1
445,"05:00:00 PM","07:59:59 PM",29.391,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",114,"2018-07-01","2019-07-01",1
446,"07:00:00 AM","08:59:59 AM",29.391,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",114,"2018-07-01","2019-07-01",1
447,"07:59:59 PM","09:59:59 PM",28.07,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",114,"2018-07-01","2019-07-01",1
448,"09:00:00 AM","04:59:59 PM",28.07,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",114,"2018-07-01","2019-07-01",1
449,"12:00:00 AM","06:59:59 AM",18.248,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",114,"2018-07-01","2019-07-01",1
450,"12:00:00 AM","11:59:59 PM",18.248,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",108,"FALSE",114,"2018-07-01","2019-07-01",1
451,"10:00:00 PM","11:59:59 PM",18.248,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",114,"2018-07-01","2019-07-01",1
452,"flat rate","flat rate",645.77,"Retail Supply Charge","Supply Charge","CENTS_PER_DAY",NULL,"FALSE",114,"2018-07-01","2019-07-01",1
453,"flat rate","flat rate",0.426,"GreenPower Charge","6% GreenPower","CENTS_PER_KWH",66,"FALSE",114,"2018-07-01","2019-07-01",1
454,"05:00:00 PM","07:59:59 PM",28.374,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",114,"2018-07-01","2019-07-01",1
455,"07:00:00 AM","08:59:59 AM",28.374,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",114,"2018-07-01","2019-07-01",1
456,"08:00:00 PM","09:59:59 PM",27.0424,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",114,"2018-07-01","2019-07-01",1
457,"09:00:00 AM","04:59:59 PM",27.0424,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",114,"2018-07-01","2019-07-01",1
458,"12:00:00 AM","06:59:59 AM",16.5682,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",114,"2018-07-01","2019-07-01",1
459,"12:00:00 AM","11:59:59 PM",16.5682,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",106,"FALSE",114,"2018-07-01","2019-07-01",1
460,"10:00:00 PM","11:59:59 PM",16.5682,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",114,"2018-07-01","2019-07-01",1
461,"flat rate","flat rate",93.49,"Retail Supply Charge","Supply Charge","CENTS_PER_DAY",NULL,"FALSE",114,"2018-07-01","2019-07-01",1
462,"flat rate","flat rate",0.426,"GreenPower Charge","6% GreenPower","CENTS_PER_KWH",66,"FALSE",114,"2018-07-01","2019-07-01",1
463,"05:00:00 PM","07:59:59 PM",28.055,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",114,"2018-07-01","2019-07-01",1
464,"07:00:00 AM","08:59:59 AM",28.055,"Retail ToU Charge","Peak Usage","CENTS_PER_KWH",4,"TRUE",114,"2018-07-01","2019-07-01",1
465,"08:00:00 PM","09:59:59 PM",27.0424,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",114,"2018-07-01","2019-07-01",1
466,"09:00:00 AM","04:59:59 PM",27.0424,"Retail ToU Charge","Shoulder Usage","CENTS_PER_KWH",62,"TRUE",114,"2018-07-01","2019-07-01",1
467,"12:00:00 AM","06:59:59 AM",16.5682,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",114,"2018-07-01","2019-07-01",1
468,"12:00:00 AM","11:59:59 PM",16.5682,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",106,"FALSE",114,"2018-07-01","2019-07-01",1
469,"10:00:00 PM","11:59:59 PM",16.5682,"Retail ToU Charge","Off-Peak Usage","CENTS_PER_KWH",3,"TRUE",114,"2018-07-01","2019-07-01",1
470,"flat rate","flat rate",93.49,"Retail Supply Charge","Supply Charge","CENTS_PER_DAY",NULL,"FALSE",114,"2018-07-01","2019-07-01",1
471,"flat rate","flat rate",0.528,"GreenPower Charge","6% GreenPower","CENTS_PER_KWH",66,"FALSE",114,"2018-07-01","2019-07-01",1
473,"07:00:00 AM","07:00:00 PM",2.152,"Network Tariff Component","Summer Peak Energy (c/kWh)","CENTS_PER_KWH",21,"TRUE",13,"2013-11-01","2014-03-31",1
474,"07:00:00 AM","07:00:00 PM",1.781,"Network Tariff Component","Non Summer Peak Energy (c/kWh)","CENTS_PER_KWH",21,"TRUE",23,"2014-04-01","2014-10-31",1
475,"12:00:00 AM","11:59:59 PM",0.999,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",105,"FALSE",14,"2014-01-01","2014-12-31",1
476,"12:00:00 AM","06:59:59 AM",0.999,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",23,"TRUE",69,"2014-01-01","2014-12-31",1
477,"07:00:00 PM","11:59:59 PM",0.999,"Network Tariff Component","Off Peak Energy","CENTS_PER_KWH",23,"TRUE",14,"2014-01-01","2014-12-31",1
478,"07:00:00 AM","05:59:59 PM",15.946,"Network Tariff Component","Rolling Peak Demand c/kVA/day","CENTS_PER_KVA_PER_DAY",29,"TRUE",14,"2014-01-01","2014-12-31",1
479,"03:00:00 PM","04:59:59 PM",23.297,"Network Tariff Component","Summer Demand Incentive Charge c/kW/day or c/kVA/day","CENTS_PER_KVA_PER_DAY",NULL,"TRUE",13,"2013-11-01","2014-03-31",1
